CC ID,D NID,TITLE,CG TITLE,CATEGORY,CATEGORY ID,EVENT DATE,PRODUCER,PRODUCER ID,PROJECT,PROJECT ID,RUNTIME,TVGUIDE,DISTRIBUTION AGREEMENT,SHOW TYPE,PRODUCTION LOCATION,FILLER,FILLER END DATE,CAN,SAFE HARBOR,COMMENTS
155,411,My Iran - Ep2 7/13/13,My Iran - Ep2 7/13/13,Arts & Entertainment,1,2013-10-21T00:00:00,seyed Mostafavi,45,My Iran,34,3569,,,,,,,,,
156,412,My Iran - Ep3 7/20/13 - missing file?,My Iran - Ep3 7/20/13 - missing file?,Arts & Entertainment,1,2013-10-21T00:00:00,seyed Mostafavi,45,My Iran,34,3510,,,,,,,,,
157,413,My Iran - Ep4 7/27/13,My Iran - Ep4 7/27/13,Arts & Entertainment,1,2013-10-21T00:00:00,seyed Mostafavi,45,My Iran,34,3510,,,,,,,,,
158,414,My Iran - Ep5 8/3/13,My Iran - Ep5 8/3/13,Arts & Entertainment,1,2013-10-21T00:00:00,seyed Mostafavi,45,My Iran,34,3576,,,,,,,,,
159,415,My Iran - Ep6 8/10/13,My Iran - Ep6 8/10/13,Arts & Entertainment,1,2013-10-21T00:00:00,seyed Mostafavi,45,My Iran,34,3451,,,,,,,,,
160,416,My Iran - Ep7 8/17/13,My Iran - Ep7 8/17/13,Arts & Entertainment,1,2013-10-21T00:00:00,seyed Mostafavi,45,My Iran,34,3526,,,,,,,,,
161,417,My Iran - Ep8 8/24/13,My Iran - Ep8 8/24/13,Arts & Entertainment,1,2013-10-21T00:00:00,seyed Mostafavi,45,My Iran,34,3540,,,,,,,,,
162,418,My Iran - 8-31-13,My Iran - 8-31-13,Arts & Entertainment,1,2013-10-21T00:00:00,seyed Mostafavi,45,My Iran,34,3471,,,,,,,,,
163,419,My Iran - 9-7-13,My Iran - 9-7-13,Arts & Entertainment,1,2013-10-21T00:00:00,seyed Mostafavi,45,My Iran,34,3537,,,,,,,,,
164,420,My Iran - 9-14-13,My Iran - 9-14-13,Arts & Entertainment,1,2013-10-21T00:00:00,seyed Mostafavi,45,My Iran,34,3510,,,,,,,,,
165,421,My Iran - 9-21-13,My Iran - 9-21-13,Arts & Entertainment,1,2013-10-21T00:00:00,seyed Mostafavi,45,My Iran,34,3529,,,,,,,,,
166,422,My Iran - 9-28-13,My Iran - 9-28-13,Arts & Entertainment,1,2013-10-21T00:00:00,seyed Mostafavi,45,My Iran,34,3592,,,,,,,,,
167,423,My Iran - Episode 14 do not upload to this slot,My Iran - Episode 14 do not upload to this slot,Arts & Entertainment,1,2013-10-21T00:00:00,seyed Mostafavi,45,My Iran,34,3510,,,,,,,,,
168,424,Slayed in Oregon (adult) - Ep1 7/1/13 - Coven (Legendary Seattle Thrash),Slayed in Oregon - Coven (Legendary Seattle Thrash),Arts & Entertainment,1,2013-10-21T00:00:00,April Jones,46,Slayed in Oregon,35,1589,"Slayed in Oregon, Heavy Metal TV",,,,y adult,,,,
169,425,Slayed in Oregon (adult) - Ep2 8/5/13 - Feild Of Death II Festival: A Headbanging Heavy Metal Camp Out,Slayed in Oregon - Ep2 8/5/13 - Feild Of Death II Festival: A Headbanging Heavy Metal Camp Out,Arts & Entertainment,1,2013-10-21T00:00:00,April Jones,46,Slayed in Oregon,35,1710,"Slayed in Oregon, Heavy Metal TV",,,,"y, adult",,,,
170,426,Episode 3 - Cancelled,Episode 3 - Cancelled,Arts & Entertainment,1,2013-10-21T00:00:00,April Jones,46,Slayed in Oregon,35,1710,"Slayed in Oregon, Heavy Metal TV",,,,,,,,
171,427,Harvest Time Ministry - Ep1 7/2/13 - Cancelled,Harvest Time Ministry - Canceled,Spiritual,7,2013-08-08T00:00:00,Pastor Mary Overstreet,47,Harvest Time Ministry,36,3529,"Slayed in Oregon, Heavy Metal TV",,,,,,,,
172,428,Harvest Time Ministry - Ep2 7/9/13 - Cancelled,Harvest Time Ministry - Canceled,Spiritual,7,2013-08-08T00:00:00,Pastor Mary Overstreet,47,Harvest Time Ministry,36,3510,"Slayed in Oregon, Heavy Metal TV",,,,,,,,
173,429,Harvest Time Ministry - Ep3 7/16/13 - Cancelled,Harvest Time Ministry - Canceled,Spiritual,7,2013-08-08T00:00:00,Pastor Mary Overstreet,47,Harvest Time Ministry,36,3510,"Slayed in Oregon, Heavy Metal TV",,,,,,,,
174,430,Harvest Time Ministry - Ep4 7/23/13,Harvest Time Ministry - 7/23/13,Spiritual,7,2013-08-08T00:00:00,Pastor Mary Overstreet,47,Harvest Time Ministry,36,3500,"Slayed in Oregon, Heavy Metal TV",,,,,,,,
175,431,Harvest Time Ministry - Ep5 7/30/13 - Cancelled,Harvest Time Ministry - Canceled,Spiritual,7,2013-08-08T00:00:00,Pastor Mary Overstreet,47,Harvest Time Ministry,36,3510,"Slayed in Oregon, Heavy Metal TV",,,,,,,,
176,432,Harvest Time Ministry - Ep6 8/6/13 - Cancelled,Harvest Time Ministry - Canceled,Spiritual,7,2013-08-08T00:00:00,Pastor Mary Overstreet,47,Harvest Time Ministry,36,3510,"Slayed in Oregon, Heavy Metal TV",,,,,,,,
177,433,Harvest Time Ministry - Ep7 8/13/13 - Saved by Love,Harvest Time Ministry - 8/13/13,Spiritual,7,2013-08-11T00:00:00,Pastor Mary Overstreet,47,Harvest Time Ministry,36,3493,"Slayed in Oregon, Heavy Metal TV",,,,,,,,
178,434,Harvest Time Ministry - Ep8 8/20/13,Harvest Time Ministry - Ep8 8/20/13,Spiritual,7,2013-10-21T00:00:00,Pastor Mary Overstreet,47,Harvest Time Ministry,36,3510,"Slayed in Oregon, Heavy Metal TV",,,,,,,,
179,435,Harvest Time Ministry - Ep9 8/27/13 - Father&#039;s Day,Harvest Time Ministry - Ep9 8/27/13 - Father&#039;s Day,Spiritual,7,2013-10-21T00:00:00,Pastor Mary Overstreet,47,Harvest Time Ministry,36,3499,"Slayed in Oregon, Heavy Metal TV",,,,,,,,
180,436,Harvest Time Ministry - Episode 10,Harvest Time Ministry - Episode 10,Spiritual,7,2013-10-21T00:00:00,Pastor Mary Overstreet,47,Harvest Time Ministry,36,3515,"Slayed in Oregon, Heavy Metal TV",,,,,,,,
181,437,Harvest Time Ministry - Episode 11,Harvest Time Ministry - Episode 11,Spiritual,7,2013-10-21T00:00:00,Pastor Mary Overstreet,47,Harvest Time Ministry,36,3510,"Slayed in Oregon, Heavy Metal TV",,,,,,,,
182,438,Time for change,Time for change,Spiritual,7,2013-10-21T00:00:00,Pastor Mary Overstreet,47,Harvest Time Ministry,36,3493,"Slayed in Oregon, Heavy Metal TV",,,,,,,,
183,439,Harvest Time Ministry - Ep13 Workers Together,Harvest Time Ministry - Ep13 Workers Together,Spiritual,7,2013-10-21T00:00:00,Pastor Mary Overstreet,47,Harvest Time Ministry,36,3524,"Slayed in Oregon, Heavy Metal TV",,,,,,,,
184,440,Harvest Time Ministry - Episode 14,Harvest Time Ministry - Episode 14,Spiritual,7,2013-10-21T00:00:00,Pastor Mary Overstreet,47,Harvest Time Ministry,36,3510,"Slayed in Oregon, Heavy Metal TV",,,,,,,,
185,441,POWER OF THE WORD - Ep1 7/7/13 - 315,POWER OF THE WORD - Ep1 7/7/13 - 315,Spiritual,7,2013-10-21T00:00:00,Adrian Turcu,48,POWER OF THE WORD,37,3395,"Slayed in Oregon, Heavy Metal TV",,,,,,,,
186,442,POWER OF THE WORD - Ep2 7/14/13 - Cancelled?,POWER OF THE WORD - Ep2 7/14/13 - Cancelled?,Spiritual,7,2013-10-21T00:00:00,Adrian Turcu,48,POWER OF THE WORD,37,3510,"Slayed in Oregon, Heavy Metal TV",,,,,,,,
187,443,POWER OF THE WORD - Ep3 7/21/13,POWER OF THE WORD - Ep3 7/21/13,Spiritual,7,2013-10-21T00:00:00,Adrian Turcu,48,POWER OF THE WORD,37,3486,"Slayed in Oregon, Heavy Metal TV",,,,,,,,
188,444,POWER OF THE WORD - Ep4 7/28/13 - 317,POWER OF THE WORD - Ep4 7/28/13 - 317,Spiritual,7,2013-10-21T00:00:00,Adrian Turcu,48,POWER OF THE WORD,37,3481,"Slayed in Oregon, Heavy Metal TV",,,,,,,,
189,445,POWER OF THE WORD - Ep5 8/4/13,POWER OF THE WORD - Ep5 8/4/13,Spiritual,7,2013-10-21T00:00:00,Adrian Turcu,48,POWER OF THE WORD,37,3468,"Slayed in Oregon, Heavy Metal TV",,,,,,,,
190,446,POWER OF THE WORD - Ep6 8/11/13,POWER OF THE WORD - Ep6 8/11/13,Spiritual,7,2013-10-21T00:00:00,Adrian Turcu,48,POWER OF THE WORD,37,3565,"Slayed in Oregon, Heavy Metal TV",,,,,,,,
191,447,POWER OF THE WORD - Ep7 8/18/13 - 320,POWER OF THE WORD - Ep7 8/18/13 - 320,Spiritual,7,2013-10-21T00:00:00,Adrian Turcu,48,POWER OF THE WORD,37,3441,"Slayed in Oregon, Heavy Metal TV",,,,,,,,
192,448,POWER OF THE WORD - Ep8 8/25/13 - 321,POWER OF THE WORD - Ep8 8/25/13 - 321,Spiritual,7,2013-10-21T00:00:00,Adrian Turcu,48,POWER OF THE WORD,37,3317,"Slayed in Oregon, Heavy Metal TV",,,,,,,,
193,449,POWER OF THE WORD - Ep9 9/1/13 - 322,POWER OF THE WORD - Ep9 9/1/13 - 322,Spiritual,7,2013-10-21T00:00:00,Adrian Turcu,48,POWER OF THE WORD,37,3194,"Slayed in Oregon, Heavy Metal TV",,,,,,,,
194,450,POWER OF THE WORD - Ep10 9/8/13 - 323,POWER OF THE WORD - Ep10 9/8/13 - 323,Spiritual,7,2013-10-21T00:00:00,Adrian Turcu,48,POWER OF THE WORD,37,3229,"Slayed in Oregon, Heavy Metal TV",,,,,,,,
195,451,POWER OF THE WORD - Episode 11/324,POWER OF THE WORD - Episode 11/324,Spiritual,7,2013-10-21T00:00:00,Adrian Turcu,48,POWER OF THE WORD,37,3373,"Slayed in Oregon, Heavy Metal TV",,,,,,,,
196,452,POWER OF THE WORD - Episode 12/325,POWER OF THE WORD - Episode 12/325,Spiritual,7,2013-10-21T00:00:00,Adrian Turcu,48,POWER OF THE WORD,37,3458,"Slayed in Oregon, Heavy Metal TV",,,,,,,,
197,453,POWER OF THE WORD - Episode 13/326,POWER OF THE WORD - Episode 13/326,Spiritual,7,2013-10-21T00:00:00,Adrian Turcu,48,POWER OF THE WORD,37,3445,"Slayed in Oregon, Heavy Metal TV",,,,,,,,
198,454,POWER OF THE WORD - Episode 14,POWER OF THE WORD - Episode 14,Spiritual,7,2013-10-21T00:00:00,Adrian Turcu,48,POWER OF THE WORD,37,3510,"Slayed in Oregon, Heavy Metal TV",,,,,,,,
199,455,Joseph Hozan Ministries - Ep1 7/6/13 - Cancelled?,Joseph Hozan Ministries - Ep1 7/6/13 - Cancelled?,Spiritual,7,2013-10-21T00:00:00,Iosif Hozan,49,Joseph Hozan Ministries,38,1710,"Slayed in Oregon, Heavy Metal TV",,,,,,,,
200,456,Joseph Hozan Ministries - Ep2 7/13/13 - Cancelled?,Joseph Hozan Ministries - Ep2 7/13/13 - Cancelled?,Spiritual,7,2013-10-21T00:00:00,Iosif Hozan,49,Joseph Hozan Ministries,38,1710,"Slayed in Oregon, Heavy Metal TV",,,,,,,,
201,457,Joseph Hozan Ministries - Ep3 7/20/13,Joseph Hozan Ministries - Ep3 7/20/13,Spiritual,7,2013-10-21T00:00:00,Iosif Hozan,49,Joseph Hozan Ministries,38,1710,"Slayed in Oregon, Heavy Metal TV",,,,,,,,
202,458,Joseph Hozan Ministries - Ep4 7/27/13,Joseph Hozan Ministries - Ep4 7/27/13,Spiritual,7,2013-10-21T00:00:00,Iosif Hozan,49,Joseph Hozan Ministries,38,1710,"Slayed in Oregon, Heavy Metal TV",,,,,,,,
203,459,Joseph Hozan Ministries - Ep5 8/3/13 - A3,Joseph Hozan Ministries - Ep5 8/3/13 - A3,Spiritual,7,2013-10-21T00:00:00,Iosif Hozan,49,Joseph Hozan Ministries,38,1800,"Slayed in Oregon, Heavy Metal TV",,,,,,,,
204,460,Joseph Hozan Ministries - Ep6 8/10/13 - B4,Joseph Hozan Ministries - Ep6 8/10/13 - B4,Spiritual,7,2013-10-21T00:00:00,Iosif Hozan,49,Joseph Hozan Ministries,38,1713,"Slayed in Oregon, Heavy Metal TV",,,,,,,,
205,461,Joseph Hozan Ministries - Ep7 8/17/13 - (A),Joseph Hozan Ministries - Ep7 8/17/13 - (A),Spiritual,7,2013-10-21T00:00:00,Iosif Hozan,49,Joseph Hozan Ministries,38,1800,"Slayed in Oregon, Heavy Metal TV",,,,,,,,
206,462,Joseph Hozan Ministries - Ep8 8/24/13 - (B),Joseph Hozan Ministries - Ep8 8/24/13 - (B),Spiritual,7,2013-10-21T00:00:00,Iosif Hozan,49,Joseph Hozan Ministries,38,1800,"Slayed in Oregon, Heavy Metal TV",,,,,,,,
207,463,Joseph Hozan Ministries - Ep9 8/31/13,Joseph Hozan Ministries - Ep9 8/31/13,Spiritual,7,2013-10-21T00:00:00,Iosif Hozan,49,Joseph Hozan Ministries,38,1712,"Slayed in Oregon, Heavy Metal TV",,,,,,,,
208,464,Joseph Hozan Ministries - Ep10 9/7/13 - (B),Joseph Hozan Ministries - Ep10 9/7/13 - (B),Spiritual,7,2013-10-21T00:00:00,Iosif Hozan,49,Joseph Hozan Ministries,38,1800,"Slayed in Oregon, Heavy Metal TV",,,,,,,,
209,465,Joseph Hozan Ministries - Episode (A),Joseph Hozan Ministries - Episode (A),Spiritual,7,2013-10-21T00:00:00,Iosif Hozan,49,Joseph Hozan Ministries,38,1800,"Slayed in Oregon, Heavy Metal TV",,,,,,,,
210,466,Joseph Hozan Ministries - Episode 12,Joseph Hozan Ministries - Episode 12,Spiritual,7,2013-10-21T00:00:00,Iosif Hozan,49,Joseph Hozan Ministries,38,1713,"Slayed in Oregon, Heavy Metal TV",,,,,,,,
211,467,Joseph Hozan Ministries - Episode 13 (A),Joseph Hozan Ministries - Episode 13 (A),Spiritual,7,2013-10-21T00:00:00,Iosif Hozan,49,Joseph Hozan Ministries,38,1772,"Slayed in Oregon, Heavy Metal TV",,,,,,,,
212,468,Joseph Hozan Ministries - Episode 14,Joseph Hozan Ministries - Episode 14,Spiritual,7,2013-10-21T00:00:00,Iosif Hozan,49,Joseph Hozan Ministries,38,1710,"Slayed in Oregon, Heavy Metal TV",,,,,,,,
213,469,UFO/Phenom - Ep1 7/7/13 - James Gilland,UFO/Phenom - Ep1 7/7/13 - James Gilland,Public Affairs,6,2013-10-21T00:00:00,Jefferson Kincaid,50,UFO/Phenom,39,3510,"Slayed in Oregon, Heavy Metal TV",,,,,,,,
214,470,UFO/Phenom - Ep2 7/14/13 - Bob Dean others,UFO/Phenom - Ep2 7/14/13 - Bob Dean others,Public Affairs,6,2013-10-21T00:00:00,Jefferson Kincaid,50,UFO/Phenom,39,3510,"Slayed in Oregon, Heavy Metal TV",,,,,,,,
215,471,UFO/Phenom - Ep3 7/21/13 - Clifford Stone,UFO/Phenom - Ep3 7/21/13 - Clifford Stone,Public Affairs,6,2013-10-21T00:00:00,Jefferson Kincaid,50,UFO/Phenom,39,3511,"Slayed in Oregon, Heavy Metal TV",,,,,,,,
216,472,UFO/Phenom - Ep4 7/28/13 - Ghosts,UFO/Phenom - Ep4 7/28/13 - Ghosts,Public Affairs,6,2013-10-21T00:00:00,Jefferson Kincaid,50,UFO/Phenom,39,3505,"Slayed in Oregon, Heavy Metal TV",,,,,,,,
217,473,UFO/Phenom - Ep5 8/4/13 - Mulhooney and others,UFO/Phenom - Ep5 8/4/13 - Mulhooney and others,Public Affairs,6,2013-10-21T00:00:00,Jefferson Kincaid,50,UFO/Phenom,39,3482,"Slayed in Oregon, Heavy Metal TV",,,,,,,,
218,474,UFO/Phenom - Ep6 8/11/13 - Contactee Hypnosis,UFO/Phenom - Ep6 8/11/13 - Contactee Hypnosis,Public Affairs,6,2013-10-21T00:00:00,Jefferson Kincaid,50,UFO/Phenom,39,3511,"Slayed in Oregon, Heavy Metal TV",,,,,,,,
219,475,UFO/Phenom - Ep7 8/18/13 - Electromagnetic plasma,UFO/Phenom - Ep7 8/18/13 - Electromagnetic plasma,Public Affairs,6,2013-10-21T00:00:00,Jefferson Kincaid,50,UFO/Phenom,39,3505,"Slayed in Oregon, Heavy Metal TV",,,,,,,,
220,476,UFO/Phenom - Ep8 8/25/13 - Crystal Skulls,UFO/Phenom - Ep8 8/25/13 - Crystal Skulls,Public Affairs,6,2013-10-21T00:00:00,Jefferson Kincaid,50,UFO/Phenom,39,3505,"Slayed in Oregon, Heavy Metal TV",,,,,,,,
221,477,UFO/Phenom - Ep9 9/1/13 - Stone &amp; Corso,UFO/Phenom - Ep9 9/1/13 - Stone &amp; Corso,Public Affairs,6,2013-10-21T00:00:00,Jefferson Kincaid,50,UFO/Phenom,39,3510,"Slayed in Oregon, Heavy Metal TV",,,,,,,,
222,478,UFO/Phenom - Ep10 9/8/13 - Roswell,UFO/Phenom - Ep10 9/8/13 - Roswell,Public Affairs,6,2013-10-21T00:00:00,Jefferson Kincaid,50,UFO/Phenom,39,3510,"Slayed in Oregon, Heavy Metal TV",,,,,,,,
223,479,UFO/Phenom - Ep11 9/15/13 - CE-5 Initiative,UFO/Phenom - Ep11 9/15/13 - CE-5 Initiative,Public Affairs,6,2013-10-21T00:00:00,Jefferson Kincaid,50,UFO/Phenom,39,3510,"Slayed in Oregon, Heavy Metal TV",,,,,,,,
224,480,"UFO/Phenom - Ep12 9/22/13 - Loman, Kane, Nichols","UFO/Phenom - Ep12 9/22/13 - Loman, Kane, Nichols",Public Affairs,6,2013-10-21T00:00:00,Jefferson Kincaid,50,UFO/Phenom,39,3510,"Slayed in Oregon, Heavy Metal TV",,,,,,,,
225,481,UFO/Phenom - Ep13 9/29/13 - Secret Bases,UFO/Phenom - Ep13 9/29/13 - Secret Bases,Public Affairs,6,2013-10-21T00:00:00,Jefferson Kincaid,50,UFO/Phenom,39,3506,"Slayed in Oregon, Heavy Metal TV",,,,,,,,
226,482,UFO/Phenom - Ep14 - Star Child Skull,UFO/Phenom - Ep14 - Star Child Skull,Public Affairs,6,2013-10-21T00:00:00,Jefferson Kincaid,50,UFO/Phenom,39,3511,"Slayed in Oregon, Heavy Metal TV",,,,,,,,
227,483,Iranian TV - Ep1 7/3/13 - Cancelled?,Iranian TV - Ep1 7/3/13 - Cancelled?,Public Affairs,6,2013-10-21T00:00:00,david fatehi,51,Iranian TV,40,0,"Slayed in Oregon, Heavy Metal TV",,,,,,,,
228,484,Iranian TV - Ep2 7/10/13 - Cancelled?,Iranian TV - Ep2 7/10/13 - Cancelled?,Public Affairs,6,2013-10-21T00:00:00,david fatehi,51,Iranian TV,40,3510,"Slayed in Oregon, Heavy Metal TV",,,,,,,,
229,485,Iranian TV - Ep3 7/17/13,Iranian TV - Ep3 7/17/13,Public Affairs,6,2013-10-21T00:00:00,david fatehi,51,Iranian TV,40,3466,"Slayed in Oregon, Heavy Metal TV",,,,,,,,
230,486,Iranian TV - Ep4 7/24/13,Iranian TV - Ep4 7/24/13,Public Affairs,6,2013-10-21T00:00:00,david fatehi,51,Iranian TV,40,3362,"Slayed in Oregon, Heavy Metal TV",,,,,,,,
231,487,Iranian TV - Ep5 7/31/13,Iranian TV - Ep5 7/31/13,Public Affairs,6,2013-10-21T00:00:00,david fatehi,51,Iranian TV,40,3076,"Slayed in Oregon, Heavy Metal TV",,,,,,,,
232,488,Iranian TV - Ep6 8/7/13,Iranian TV - Ep6 8/7/13,Public Affairs,6,2013-10-21T00:00:00,david fatehi,51,Iranian TV,40,3041,"Slayed in Oregon, Heavy Metal TV",,,,,,,,
233,489,Iranian TV - Ep7 8/14/13,Iranian TV - Ep7 8/14/13,Public Affairs,6,2013-10-21T00:00:00,david fatehi,51,Iranian TV,40,3185,"Slayed in Oregon, Heavy Metal TV",,,,,,,,
234,490,Iranian TV - Ep8 8/21/13 - Cancelled,Iranian TV - Ep8 8/21/13 - Cancelled,Public Affairs,6,2013-10-21T00:00:00,david fatehi,51,Iranian TV,40,3510,"Slayed in Oregon, Heavy Metal TV",,,,,,,,
235,491,Iranian TV - Ep9 8/28/13 - Cancelled,Iranian TV - Ep9 8/28/13 - Cancelled,Public Affairs,6,2013-10-21T00:00:00,david fatehi,51,Iranian TV,40,3510,"Slayed in Oregon, Heavy Metal TV",,,,,,,,
236,492,Iranian TV - Ep10 9/4/13,Iranian TV - Ep10 9/4/13,Public Affairs,6,2013-10-21T00:00:00,david fatehi,51,Iranian TV,40,3200,"Slayed in Oregon, Heavy Metal TV",,,,,,,,
237,493,Iranian TV - Episode 11,Iranian TV - Episode 11,Public Affairs,6,2013-10-21T00:00:00,david fatehi,51,Iranian TV,40,3015,"Slayed in Oregon, Heavy Metal TV",,,,,,,,
238,494,Iranian TV - Episode 12,Iranian TV - Episode 12,Public Affairs,6,2013-10-21T00:00:00,david fatehi,51,Iranian TV,40,3510,"Slayed in Oregon, Heavy Metal TV",,,,,,,,
239,495,Iranian TV - Episode 13,Iranian TV - Episode 13,Public Affairs,6,2013-10-21T00:00:00,david fatehi,51,Iranian TV,40,3376,"Slayed in Oregon, Heavy Metal TV",,,,,,,,
240,496,Iranian TV - Episode 14,Iranian TV - Episode 14,Public Affairs,6,2013-10-21T00:00:00,david fatehi,51,Iranian TV,40,3510,"Slayed in Oregon, Heavy Metal TV",,,,,,,,
241,497,David Little&#039;s Short Laughs - Ep1 7/7/13,David Little&#039;s Short Laughs - Ep1 7/7/13,Arts & Entertainment,1,2013-10-21T00:00:00,David Little,52,David Little's Short Laughs,41,3490,"Slayed in Oregon, Heavy Metal TV",,,,,,,,
242,498,David Little&#039;s Short Laughs - Ep2 7/14/13,David Little&#039;s Short Laughs - Ep2 7/14/13,Arts & Entertainment,1,2013-10-21T00:00:00,David Little,52,David Little's Short Laughs,41,3447,"Slayed in Oregon, Heavy Metal TV",,,,,,,,
243,499,David Little&#039;s Short Laughs - Ep3 7/21/13,David Little&#039;s Short Laughs - Ep3 7/21/13,Arts & Entertainment,1,2013-10-21T00:00:00,David Little,52,David Little's Short Laughs,41,3509,"Slayed in Oregon, Heavy Metal TV",,,,,,,,
244,500,David Little&#039;s Short Laughs - Ep4 7/28/13,David Little&#039;s Short Laughs - Ep4 7/28/13,Arts & Entertainment,1,2013-10-21T00:00:00,David Little,52,David Little's Short Laughs,41,3501,"Slayed in Oregon, Heavy Metal TV",,,,,,,,
245,501,David Little&#039;s Short Laughs - Ep5 8/4/13,David Little&#039;s Short Laughs - Ep5 8/4/13,Arts & Entertainment,1,2013-10-21T00:00:00,David Little,52,David Little's Short Laughs,41,3502,"Slayed in Oregon, Heavy Metal TV",,,,,,,,
246,502,David Little&#039;s Short Laughs - Ep6 8/11/13,David Little&#039;s Short Laughs - Ep6 8/11/13,Arts & Entertainment,1,2013-10-21T00:00:00,David Little,52,David Little's Short Laughs,41,3470,"Slayed in Oregon, Heavy Metal TV",,,,,,,,
247,503,David Little&#039;s Short Laughs - Ep7 8/18/13,David Little&#039;s Short Laughs - Ep7 8/18/13,Arts & Entertainment,1,2013-10-21T00:00:00,David Little,52,David Little's Short Laughs,41,3500,"Slayed in Oregon, Heavy Metal TV",,,,,,,,
248,504,David Little&#039;s Short Laughs - Ep8 8/25/13,David Little&#039;s Short Laughs - Ep8 8/25/13,Arts & Entertainment,1,2013-10-21T00:00:00,David Little,52,David Little's Short Laughs,41,3507,"Slayed in Oregon, Heavy Metal TV",,,,,,,,
249,505,David Little&#039;s Short Laughs - Ep9 9/1/13,David Little&#039;s Short Laughs - Ep9 9/1/13,Arts & Entertainment,1,2013-10-21T00:00:00,David Little,52,David Little's Short Laughs,41,3470,"Slayed in Oregon, Heavy Metal TV",,,,,,,,
250,506,David Little&#039;s Short Laughs - Episode 10,David Little&#039;s Short Laughs - Episode 10,Arts & Entertainment,1,2013-10-21T00:00:00,David Little,52,David Little's Short Laughs,41,3473,"Slayed in Oregon, Heavy Metal TV",,,,,,,,
251,507,David Little&#039;s Short Laughs - Episode 11,David Little&#039;s Short Laughs - Episode 11,Arts & Entertainment,1,2013-10-21T00:00:00,David Little,52,David Little's Short Laughs,41,3480,"Slayed in Oregon, Heavy Metal TV",,,,,,,,
252,508,David Little&#039;s Short Laughs - Episode 12,David Little&#039;s Short Laughs - Episode 12,Arts & Entertainment,1,2013-10-21T00:00:00,David Little,52,David Little's Short Laughs,41,3509,"Slayed in Oregon, Heavy Metal TV",,,,,,,,
253,509,David Little&#039;s Short Laughs - Episode 13,David Little&#039;s Short Laughs - Episode 13,Arts & Entertainment,1,2013-10-21T00:00:00,David Little,52,David Little's Short Laughs,41,3510,"Slayed in Oregon, Heavy Metal TV",,,,,,,,
254,510,David Little&#039;s Short Laughs - Episode 14,David Little&#039;s Short Laughs - Episode 14,Arts & Entertainment,1,2013-10-21T00:00:00,David Little,52,David Little's Short Laughs,41,3510,"Slayed in Oregon, Heavy Metal TV",,,,,,,,
255,511,NTD English - Ep1 7/6/13 - 50,NTD English - Ep1 7/6/13 - 50,Public Affairs,6,2013-10-21T00:00:00,Mrs. liyun liu,53,NTD English,42,3514,"Slayed in Oregon, Heavy Metal TV",,,,,,,,
256,512,NTD English - Ep2 7/13/13 - 51,NTD English - Ep2 7/13/13 - 51,Public Affairs,6,2013-10-21T00:00:00,Mrs. liyun liu,53,NTD English,42,3512,"Slayed in Oregon, Heavy Metal TV",,,,,,,,
257,513,NTD English - Ep3 7/20/13 - 52,NTD English - Ep3 7/20/13 - 52,Public Affairs,6,2013-10-21T00:00:00,Mrs. liyun liu,53,NTD English,42,3514,"Slayed in Oregon, Heavy Metal TV",,,,,,,,
258,514,NTD English - Ep4 7/27/13 - 53,NTD English - Ep4 7/27/13 - 53,Public Affairs,6,2013-10-21T00:00:00,Mrs. liyun liu,53,NTD English,42,3510,"Slayed in Oregon, Heavy Metal TV",,,,,,,,
259,515,NTD English - Ep5 8/3/13 - 55,NTD English - Ep5 8/3/13 - 55,Public Affairs,6,2013-10-21T00:00:00,Mrs. liyun liu,53,NTD English,42,3514,"Slayed in Oregon, Heavy Metal TV",,,,,,,,
260,516,NTD English - Ep6 8/10/13 - Cancelled?,NTD English - Ep6 8/10/13 - Cancelled?,Public Affairs,6,2013-10-21T00:00:00,Mrs. liyun liu,53,NTD English,42,3510,"Slayed in Oregon, Heavy Metal TV",,,,,,,,
261,517,NTD English - Ep7 8/17/13 - 56,NTD English - Ep7 8/17/13 - 56,Public Affairs,6,2013-10-21T00:00:00,Mrs. liyun liu,53,NTD English,42,3514,"Slayed in Oregon, Heavy Metal TV",,,,,,,,
262,518,NTD English - Ep8 8/24/13 - 57,NTD English - Ep8 8/24/13 - 57,Public Affairs,6,2013-10-21T00:00:00,Mrs. liyun liu,53,NTD English,42,3514,"Slayed in Oregon, Heavy Metal TV",,,,,,,,
